"","Num","QText","Sender","Recipient","Attribute","Subject","TP"
"796",1500,"Is it acceptable for the student's classmates to share the student's transcript with the department chair if the student's classmates asked for the student's permission?","classmates","department_chair","transcript","student",5
"797",1501,"Is it acceptable for the student's classmates to share the student's transcript with the student's parents if the student's classmates let the student know?","classmates","parents","transcript","student",4
"798",1502,"Is it acceptable for the student's classmates to share the student's transcript with the student's parents if the student's classmates asked for the student's permission?","classmates","parents","transcript","student",5
"799",1503,"Is it acceptable for the student's classmates to share the student's transcript with the student's academic advisor if the student is performing poorly?","classmates","advisor","transcript","student",2
"800",1504,"Is it acceptable for the student's classmates to share the student's transcript with the student's academic advisor if the student's classmates let the student know?","classmates","advisor","transcript","student",4
"801",1505,"Is it acceptable for the student's classmates to share the student's transcript with the student's academic advisor if the student's classmates asked for the student's permission?","classmates","advisor","transcript","student",5
"802",1506,"Is it acceptable for the student's classmates to share the student's transcript with graduate schools with the requirement of confidentiality?","classmates","graduate_schools","transcript","student",1
"803",1507,"Is it acceptable for the student's classmates to share the student's transcript with graduate schools if the student's classmates asked for the student's permission?","classmates","graduate_schools","transcript","student",5
"804",1508,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's professor if the student's academic advisor let the student know?","advisor","professor","transcript","student",4
"805",1509,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's TA with the requirement of confidentiality?","advisor","TA","transcript","student",1
"806",1510,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's TA if the student's academic advisor asked for the student's permission?","advisor","TA","transcript","student",5
"807",1511,"Is it acceptable for the student's academic advisor to share the student's transcript with the registrar with the requirement of confidentiality?","advisor","registrar","transcript","student",1
"808",1512,"Is it acceptable for the student's academic advisor to share the student's transcript with the registrar if the student is performing poorly?","advisor","registrar","transcript","student",2
"809",1513,"Is it acceptable for the student's academic advisor to share the student's transcript with the registrar if the student's academic advisor asked for the student's permission?","advisor","registrar","transcript","student",5
"810",1514,"Is it acceptable for the student's academic advisor to share the student's transcript with the university librarian if the student is performing poorly?","advisor","librarian","transcript","student",2
"811",1515,"Is it acceptable for the student's academic advisor to share the student's transcript with the university IT staff with the requirement of confidentiality?","advisor","IT_staff","transcript","student",1
"812",1516,"Is it acceptable for the student's academic advisor to share the student's transcript with the university IT staff if requested by the university IT staff?","advisor","IT_staff","transcript","student",3
"813",1517,"Is it acceptable for the student's academic advisor to share the student's transcript with the university IT staff if the student's academic advisor let the student know?","advisor","IT_staff","transcript","student",4
"814",1518,"Is it acceptable for the student's academic advisor to share the student's transcript with the department chair if requested by the department chair?","advisor","department_chair","transcript","student",3
"815",1519,"Is it acceptable for the student's academic advisor to share the student's transcript with the department chair if the student's academic advisor let the student know?","advisor","department_chair","transcript","student",4
"816",1520,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's classmates with the requirement of confidentiality?","advisor","classmates","transcript","student",1
"817",1521,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's classmates if the student's academic advisor let the student know?","advisor","classmates","transcript","student",4
"818",1522,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's classmates if the student's academic advisor asked for the student's permission?","advisor","classmates","transcript","student",5
"819",1523,"Is it acceptable for the student's academic advisor to share the student's transcript with the student's parents if the student's academic advisor let the student know?","advisor","parents","transcript","student",4
"820",1524,"Is it acceptable for the student's academic advisor to share the student's transcript with graduate schools if the student is performing poorly?","advisor","graduate_schools","transcript","student",2
"821",1525,"Is it acceptable for the student's academic advisor to share the student's transcript with graduate schools if requested by graduate schools?","advisor","graduate_schools","transcript","student",3
"822",1526,"Is it acceptable for the student's academic advisor to share the student's transcript with graduate schools if the student's academic advisor asked for the student's permission?","advisor","graduate_schools","transcript","student",5
"823",1527,"Is it acceptable for the student's professor to share the student's name with the student's TA if the student's professor let the student know?","professor","TA","name","student",4
"824",1528,"Is it acceptable for the student's professor to share the student's name with the student's TA if the student's professor asked for the student's permission?","professor","TA","name","student",5
"825",1529,"Is it acceptable for the student's professor to share the student's name with the registrar with the requirement of confidentiality?","professor","registrar","name","student",1
"826",1530,"Is it acceptable for the student's professor to share the student's name with the university librarian with the requirement of confidentiality?","professor","librarian","name","student",1
"827",1531,"Is it acceptable for the student's professor to share the student's name with the university librarian if the student's professor let the student know?","professor","librarian","name","student",4
"828",1532,"Is it acceptable for the student's professor to share the student's name with the university librarian if the student's professor asked for the student's permission?","professor","librarian","name","student",5
"829",1533,"Is it acceptable for the student's professor to share the student's name with the university IT staff if requested by the university IT staff?","professor","IT_staff","name","student",3
"830",1534,"Is it acceptable for the student's professor to share the student's name with the department chair if the student is performing poorly?","professor","department_chair","name","student",2
"831",1535,"Is it acceptable for the student's professor to share the student's name with the department chair if the student's professor asked for the student's permission?","professor","department_chair","name","student",5
"832",1536,"Is it acceptable for the student's professor to share the student's name with the student's parents if the student's professor let the student know?","professor","parents","name","student",4
"833",1537,"Is it acceptable for the student's professor to share the student's name with the student's academic advisor with the requirement of confidentiality?","professor","advisor","name","student",1
"834",1538,"Is it acceptable for the student's professor to share the student's name with the student's academic advisor if the student's professor let the student know?","professor","advisor","name","student",4
"835",1539,"Is it acceptable for the student's professor to share the student's name with graduate schools if the student's professor asked for the student's permission?","professor","graduate_schools","name","student",5
"836",1540,"Is it acceptable for the student's TA to share the student's name with the student's professor with the requirement of confidentiality?","TA","professor","name","student",1
"837",1541,"Is it acceptable for the student's TA to share the student's name with the registrar with the requirement of confidentiality?","TA","registrar","name","student",1
"838",1542,"Is it acceptable for the student's TA to share the student's name with the registrar if the student is performing poorly?","TA","registrar","name","student",2
"839",1543,"Is it acceptable for the student's TA to share the student's name with the registrar if the student's TA asked for the student's permission?","TA","registrar","name","student",5
"840",1544,"Is it acceptable for the student's TA to share the student's name with the university librarian with the requirement of confidentiality?","TA","librarian","name","student",1
"841",1545,"Is it acceptable for the student's TA to share the student's name with the university librarian if the student is performing poorly?","TA","librarian","name","student",2
"842",1546,"Is it acceptable for the student's TA to share the student's name with the university IT staff with the requirement of confidentiality?","TA","IT_staff","name","student",1
"843",1547,"Is it acceptable for the student's TA to share the student's name with the university IT staff if the student is performing poorly?","TA","IT_staff","name","student",2
"844",1548,"Is it acceptable for the student's TA to share the student's name with the department chair with the requirement of confidentiality?","TA","department_chair","name","student",1
"845",1549,"Is it acceptable for the student's TA to share the student's name with the department chair if the student's TA let the student know?","TA","department_chair","name","student",4
"846",1550,"Is it acceptable for the student's TA to share the student's name with the student's classmates if the student's TA let the student know?","TA","classmates","name","student",4
"847",1551,"Is it acceptable for the student's TA to share the student's name with the student's parents if requested by the student's parents?","TA","parents","name","student",3
"848",1552,"Is it acceptable for the student's TA to share the student's name with the student's academic advisor if requested by the student's academic advisor?","TA","advisor","name","student",3
"849",1553,"Is it acceptable for the student's TA to share the student's name with the student's academic advisor if the student's TA let the student know?","TA","advisor","name","student",4
"850",1554,"Is it acceptable for the student's TA to share the student's name with the student's academic advisor if the student's TA asked for the student's permission?","TA","advisor","name","student",5
"851",1555,"Is it acceptable for the student's TA to share the student's name with graduate schools if the student is performing poorly?","TA","graduate_schools","name","student",2
"852",1556,"Is it acceptable for the student's TA to share the student's name with graduate schools if the student's TA let the student know?","TA","graduate_schools","name","student",4
"853",1557,"Is it acceptable for the student's TA to share the student's name with graduate schools if the student's TA asked for the student's permission?","TA","graduate_schools","name","student",5
"854",1558,"Is it acceptable for the registrar to share the student's name with the student's professor if the student is performing poorly?","registrar","professor","name","student",2
"855",1559,"Is it acceptable for the registrar to share the student's name with the student's professor if requested by the student's professor?","registrar","professor","name","student",3
"856",1560,"Is it acceptable for the registrar to share the student's name with the student's professor if the registrar let the student know?","registrar","professor","name","student",4
"857",1561,"Is it acceptable for the registrar to share the student's name with the university librarian with the requirement of confidentiality?","registrar","librarian","name","student",1
"858",1562,"Is it acceptable for the registrar to share the student's name with the university librarian if the student is performing poorly?","registrar","librarian","name","student",2
"859",1563,"Is it acceptable for the registrar to share the student's name with the university librarian if the registrar let the student know?","registrar","librarian","name","student",4
"860",1564,"Is it acceptable for the registrar to share the student's name with the department chair if the student is performing poorly?","registrar","department_chair","name","student",2
"861",1565,"Is it acceptable for the registrar to share the student's name with the department chair if the registrar let the student know?","registrar","department_chair","name","student",4
"862",1566,"Is it acceptable for the registrar to share the student's name with the student's classmates if the registrar let the student know?","registrar","classmates","name","student",4
"863",1567,"Is it acceptable for the registrar to share the student's name with the student's parents if requested by the student's parents?","registrar","parents","name","student",3
"864",1568,"Is it acceptable for the registrar to share the student's name with the student's parents if the registrar let the student know?","registrar","parents","name","student",4
"865",1569,"Is it acceptable for the registrar to share the student's name with the student's academic advisor if the registrar asked for the student's permission?","registrar","advisor","name","student",5
"866",1570,"Is it acceptable for the registrar to share the student's name with graduate schools if the student is performing poorly?","registrar","graduate_schools","name","student",2
"867",1571,"Is it acceptable for the university librarian to share the student's name with the student's professor if requested by the student's professor?","librarian","professor","name","student",3
"868",1572,"Is it acceptable for the university librarian to share the student's name with the student's TA with the requirement of confidentiality?","librarian","TA","name","student",1
"869",1573,"Is it acceptable for the university librarian to share the student's name with the student's TA if the university librarian let the student know?","librarian","TA","name","student",4
"870",1574,"Is it acceptable for the university librarian to share the student's name with the registrar with the requirement of confidentiality?","librarian","registrar","name","student",1
"871",1575,"Is it acceptable for the university librarian to share the student's name with the department chair if the student is performing poorly?","librarian","department_chair","name","student",2
"872",1576,"Is it acceptable for the university librarian to share the student's name with the student's classmates with the requirement of confidentiality?","librarian","classmates","name","student",1
"873",1577,"Is it acceptable for the university librarian to share the student's name with the student's parents if the student is performing poorly?","librarian","parents","name","student",2
"874",1578,"Is it acceptable for the university librarian to share the student's name with the student's parents if the university librarian asked for the student's permission?","librarian","parents","name","student",5
"875",1579,"Is it acceptable for the university librarian to share the student's name with the student's academic advisor with the requirement of confidentiality?","librarian","advisor","name","student",1
"876",1580,"Is it acceptable for the university librarian to share the student's name with the student's academic advisor if the university librarian let the student know?","librarian","advisor","name","student",4
"877",1581,"Is it acceptable for the university librarian to share the student's name with graduate schools if the student is performing poorly?","librarian","graduate_schools","name","student",2
"878",1582,"Is it acceptable for the university librarian to share the student's name with graduate schools if requested by graduate schools?","librarian","graduate_schools","name","student",3
"879",1583,"Is it acceptable for the university librarian to share the student's name with graduate schools if the university librarian let the student know?","librarian","graduate_schools","name","student",4
"880",1584,"Is it acceptable for the university IT staff to share the student's name with the student's professor with the requirement of confidentiality?","IT_staff","professor","name","student",1
"881",1585,"Is it acceptable for the university IT staff to share the student's name with the student's professor if the student is performing poorly?","IT_staff","professor","name","student",2
"882",1586,"Is it acceptable for the university IT staff to share the student's name with the student's professor if the university IT staff asked for the student's permission?","IT_staff","professor","name","student",5
"883",1587,"Is it acceptable for the university IT staff to share the student's name with the student's TA if the university IT staff let the student know?","IT_staff","TA","name","student",4
"884",1588,"Is it acceptable for the university IT staff to share the student's name with the registrar if requested by the registrar?","IT_staff","registrar","name","student",3
"885",1589,"Is it acceptable for the university IT staff to share the student's name with the registrar if the university IT staff let the student know?","IT_staff","registrar","name","student",4
"886",1590,"Is it acceptable for the university IT staff to share the student's name with the university librarian if requested by the university librarian?","IT_staff","librarian","name","student",3
"887",1591,"Is it acceptable for the university IT staff to share the student's name with the department chair if the student is performing poorly?","IT_staff","department_chair","name","student",2
"888",1592,"Is it acceptable for the university IT staff to share the student's name with the department chair if the university IT staff asked for the student's permission?","IT_staff","department_chair","name","student",5
"889",1593,"Is it acceptable for the university IT staff to share the student's name with the student's classmates if requested by the student's classmates?","IT_staff","classmates","name","student",3
"890",1594,"Is it acceptable for the university IT staff to share the student's name with the student's classmates if the university IT staff let the student know?","IT_staff","classmates","name","student",4
"891",1595,"Is it acceptable for the university IT staff to share the student's name with the student's classmates if the university IT staff asked for the student's permission?","IT_staff","classmates","name","student",5
"892",1596,"Is it acceptable for the university IT staff to share the student's name with the student's parents if the university IT staff let the student know?","IT_staff","parents","name","student",4
"893",1597,"Is it acceptable for the university IT staff to share the student's name with the student's parents if the university IT staff asked for the student's permission?","IT_staff","parents","name","student",5
"894",1598,"Is it acceptable for the university IT staff to share the student's name with the student's academic advisor if the student is performing poorly?","IT_staff","advisor","name","student",2
"895",1599,"Is it acceptable for the university IT staff to share the student's name with the student's academic advisor if the university IT staff let the student know?","IT_staff","advisor","name","student",4
"896",1600,"Is it acceptable for the university IT staff to share the student's name with graduate schools if the university IT staff let the student know?","IT_staff","graduate_schools","name","student",4
"897",1601,"Is it acceptable for the university IT staff to share the student's name with graduate schools if the university IT staff asked for the student's permission?","IT_staff","graduate_schools","name","student",5
"898",1602,"Is it acceptable for the student's classmates to share the student's name with the student's professor if requested by the student's professor?","classmates","professor","name","student",3
"899",1603,"Is it acceptable for the student's classmates to share the student's name with the student's TA with the requirement of confidentiality?","classmates","TA","name","student",1
"900",1604,"Is it acceptable for the student's classmates to share the student's name with the student's TA if the student is performing poorly?","classmates","TA","name","student",2
"901",1605,"Is it acceptable for the student's classmates to share the student's name with the student's TA if requested by the student's TA?","classmates","TA","name","student",3
"902",1606,"Is it acceptable for the student's classmates to share the student's name with the student's TA if the student's classmates asked for the student's permission?","classmates","TA","name","student",5
"903",1607,"Is it acceptable for the student's classmates to share the student's name with the registrar with the requirement of confidentiality?","classmates","registrar","name","student",1
"904",1608,"Is it acceptable for the student's classmates to share the student's name with the registrar if the student is performing poorly?","classmates","registrar","name","student",2
"905",1609,"Is it acceptable for the student's classmates to share the student's name with the university librarian with the requirement of confidentiality?","classmates","librarian","name","student",1
"906",1610,"Is it acceptable for the student's classmates to share the student's name with the university librarian if requested by the university librarian?","classmates","librarian","name","student",3
"907",1611,"Is it acceptable for the student's classmates to share the student's name with the department chair with the requirement of confidentiality?","classmates","department_chair","name","student",1
"908",1612,"Is it acceptable for the student's classmates to share the student's name with the student's parents if requested by the student's parents?","classmates","parents","name","student",3
"909",1613,"Is it acceptable for the student's classmates to share the student's name with the student's parents if the student's classmates let the student know?","classmates","parents","name","student",4
"910",1614,"Is it acceptable for the student's classmates to share the student's name with the student's academic advisor if requested by the student's academic advisor?","classmates","advisor","name","student",3
"911",1615,"Is it acceptable for the student's classmates to share the student's name with the student's academic advisor if the student's classmates asked for the student's permission?","classmates","advisor","name","student",5
"912",1616,"Is it acceptable for the student's classmates to share the student's name with graduate schools if the student is performing poorly?","classmates","graduate_schools","name","student",2
"913",1617,"Is it acceptable for the student's academic advisor to share the student's name with the student's TA if the student's academic advisor let the student know?","advisor","TA","name","student",4
"914",1618,"Is it acceptable for the student's academic advisor to share the student's name with the registrar with the requirement of confidentiality?","advisor","registrar","name","student",1
"915",1619,"Is it acceptable for the student's academic advisor to share the student's name with the registrar if the student is performing poorly?","advisor","registrar","name","student",2
"916",1620,"Is it acceptable for the student's academic advisor to share the student's name with the registrar if the student's academic advisor let the student know?","advisor","registrar","name","student",4
"917",1621,"Is it acceptable for the student's academic advisor to share the student's name with the university librarian if the student's academic advisor let the student know?","advisor","librarian","name","student",4
"918",1622,"Is it acceptable for the student's academic advisor to share the student's name with the university librarian if the student's academic advisor asked for the student's permission?","advisor","librarian","name","student",5
"919",1623,"Is it acceptable for the student's academic advisor to share the student's name with the university IT staff with the requirement of confidentiality?","advisor","IT_staff","name","student",1
"920",1624,"Is it acceptable for the student's academic advisor to share the student's name with the university IT staff if the student's academic advisor let the student know?","advisor","IT_staff","name","student",4
"921",1625,"Is it acceptable for the student's academic advisor to share the student's name with the university IT staff if the student's academic advisor asked for the student's permission?","advisor","IT_staff","name","student",5
"922",1626,"Is it acceptable for the student's academic advisor to share the student's name with the department chair if requested by the department chair?","advisor","department_chair","name","student",3
"923",1627,"Is it acceptable for the student's academic advisor to share the student's name with the student's classmates with the requirement of confidentiality?","advisor","classmates","name","student",1
"924",1628,"Is it acceptable for the student's academic advisor to share the student's name with the student's classmates if requested by the student's classmates?","advisor","classmates","name","student",3
"925",1629,"Is it acceptable for the student's academic advisor to share the student's name with the student's classmates if the student's academic advisor let the student know?","advisor","classmates","name","student",4
"926",1630,"Is it acceptable for the student's academic advisor to share the student's name with the student's classmates if the student's academic advisor asked for the student's permission?","advisor","classmates","name","student",5
"927",1631,"Is it acceptable for the student's academic advisor to share the student's name with the student's parents if the student is performing poorly?","advisor","parents","name","student",2
"928",1632,"Is it acceptable for the student's academic advisor to share the student's name with graduate schools if the student is performing poorly?","advisor","graduate_schools","name","student",2
"929",1633,"Is it acceptable for the student's academic advisor to share the student's name with graduate schools if the student's academic advisor asked for the student's permission?","advisor","graduate_schools","name","student",5
"930",1634,"Is it acceptable for the student's professor to share the student's email address with the university IT staff if requested by the university IT staff?","professor","IT_staff","email","student",3
"931",1635,"Is it acceptable for the student's professor to share the student's email address with the university IT staff if the student's professor let the student know?","professor","IT_staff","email","student",4
"932",1636,"Is it acceptable for the student's professor to share the student's email address with the university IT staff if the student's professor asked for the student's permission?","professor","IT_staff","email","student",5
"933",1637,"Is it acceptable for the student's professor to share the student's email address with the department chair with the requirement of confidentiality?","professor","department_chair","email","student",1
"934",1638,"Is it acceptable for the student's professor to share the student's email address with the department chair if the student's professor asked for the student's permission?","professor","department_chair","email","student",5
"935",1639,"Is it acceptable for the student's professor to share the student's email address with the student's classmates with the requirement of confidentiality?","professor","classmates","email","student",1
"936",1640,"Is it acceptable for the student's professor to share the student's email address with the student's classmates if the student is performing poorly?","professor","classmates","email","student",2
"937",1641,"Is it acceptable for the student's professor to share the student's email address with the student's classmates if the student's professor let the student know?","professor","classmates","email","student",4
"938",1642,"Is it acceptable for the student's professor to share the student's email address with the student's parents with the requirement of confidentiality?","professor","parents","email","student",1
"939",1643,"Is it acceptable for the student's professor to share the student's email address with the student's parents if the student is performing poorly?","professor","parents","email","student",2
"940",1644,"Is it acceptable for the student's professor to share the student's email address with the student's parents if requested by the student's parents?","professor","parents","email","student",3
"941",1645,"Is it acceptable for the student's professor to share the student's email address with the student's parents if the student's professor asked for the student's permission?","professor","parents","email","student",5
"942",1646,"Is it acceptable for the student's professor to share the student's email address with the student's academic advisor with the requirement of confidentiality?","professor","advisor","email","student",1
"943",1647,"Is it acceptable for the student's professor to share the student's email address with the student's academic advisor if requested by the student's academic advisor?","professor","advisor","email","student",3
"944",1648,"Is it acceptable for the student's professor to share the student's email address with the student's academic advisor if the student's professor let the student know?","professor","advisor","email","student",4
"945",1649,"Is it acceptable for the student's professor to share the student's email address with graduate schools if the student is performing poorly?","professor","graduate_schools","email","student",2
"946",1650,"Is it acceptable for the student's professor to share the student's email address with graduate schools if requested by graduate schools?","professor","graduate_schools","email","student",3
"947",1651,"Is it acceptable for the student's TA to share the student's email address with the registrar if requested by the registrar?","TA","registrar","email","student",3
"948",1652,"Is it acceptable for the student's TA to share the student's email address with the registrar if the student's TA asked for the student's permission?","TA","registrar","email","student",5
"949",1653,"Is it acceptable for the student's TA to share the student's email address with the university IT staff if the student is performing poorly?","TA","IT_staff","email","student",2
"950",1654,"Is it acceptable for the student's TA to share the student's email address with the university IT staff if requested by the university IT staff?","TA","IT_staff","email","student",3
"951",1655,"Is it acceptable for the student's TA to share the student's email address with the department chair with the requirement of confidentiality?","TA","department_chair","email","student",1
"952",1656,"Is it acceptable for the student's TA to share the student's email address with the department chair if the student's TA asked for the student's permission?","TA","department_chair","email","student",5
"953",1657,"Is it acceptable for the student's TA to share the student's email address with the student's classmates with the requirement of confidentiality?","TA","classmates","email","student",1
"954",1658,"Is it acceptable for the student's TA to share the student's email address with the student's classmates if the student's TA let the student know?","TA","classmates","email","student",4
"955",1659,"Is it acceptable for the student's TA to share the student's email address with the student's classmates if the student's TA asked for the student's permission?","TA","classmates","email","student",5
"956",1660,"Is it acceptable for the student's TA to share the student's email address with the student's parents if the student is performing poorly?","TA","parents","email","student",2
"957",1661,"Is it acceptable for the student's TA to share the student's email address with the student's parents if requested by the student's parents?","TA","parents","email","student",3
"958",1662,"Is it acceptable for the student's TA to share the student's email address with the student's academic advisor if the student's TA asked for the student's permission?","TA","advisor","email","student",5
"959",1663,"Is it acceptable for the student's TA to share the student's email address with graduate schools if the student is performing poorly?","TA","graduate_schools","email","student",2
"960",1664,"Is it acceptable for the registrar to share the student's email address with the student's professor if requested by the student's professor?","registrar","professor","email","student",3
"961",1665,"Is it acceptable for the registrar to share the student's email address with the student's professor if the registrar let the student know?","registrar","professor","email","student",4
"962",1666,"Is it acceptable for the registrar to share the student's email address with the student's TA if the student is performing poorly?","registrar","TA","email","student",2
"963",1667,"Is it acceptable for the registrar to share the student's email address with the university librarian with the requirement of confidentiality?","registrar","librarian","email","student",1
"964",1668,"Is it acceptable for the registrar to share the student's email address with the university IT staff with the requirement of confidentiality?","registrar","IT_staff","email","student",1
"965",1669,"Is it acceptable for the registrar to share the student's email address with the university IT staff if the student is performing poorly?","registrar","IT_staff","email","student",2
"966",1670,"Is it acceptable for the registrar to share the student's email address with the university IT staff if the registrar let the student know?","registrar","IT_staff","email","student",4
"967",1671,"Is it acceptable for the registrar to share the student's email address with the department chair if the student is performing poorly?","registrar","department_chair","email","student",2
"968",1672,"Is it acceptable for the registrar to share the student's email address with the department chair if requested by the department chair?","registrar","department_chair","email","student",3
"969",1673,"Is it acceptable for the registrar to share the student's email address with the department chair if the registrar asked for the student's permission?","registrar","department_chair","email","student",5
"970",1674,"Is it acceptable for the registrar to share the student's email address with the student's classmates with the requirement of confidentiality?","registrar","classmates","email","student",1
"971",1675,"Is it acceptable for the registrar to share the student's email address with the student's classmates if the student is performing poorly?","registrar","classmates","email","student",2
"972",1676,"Is it acceptable for the registrar to share the student's email address with the student's classmates if the registrar let the student know?","registrar","classmates","email","student",4
"973",1677,"Is it acceptable for the registrar to share the student's email address with the student's parents with the requirement of confidentiality?","registrar","parents","email","student",1
"974",1678,"Is it acceptable for the registrar to share the student's email address with the student's parents if the student is performing poorly?","registrar","parents","email","student",2
"975",1679,"Is it acceptable for the registrar to share the student's email address with the student's parents if the registrar let the student know?","registrar","parents","email","student",4
"976",1680,"Is it acceptable for the registrar to share the student's email address with the student's parents if the registrar asked for the student's permission?","registrar","parents","email","student",5
"977",1681,"Is it acceptable for the registrar to share the student's email address with the student's academic advisor if the registrar asked for the student's permission?","registrar","advisor","email","student",5
"978",1682,"Is it acceptable for the registrar to share the student's email address with graduate schools if the student is performing poorly?","registrar","graduate_schools","email","student",2
"979",1683,"Is it acceptable for the university librarian to share the student's email address with the student's professor with the requirement of confidentiality?","librarian","professor","email","student",1
"980",1684,"Is it acceptable for the university librarian to share the student's email address with the student's TA with the requirement of confidentiality?","librarian","TA","email","student",1
"981",1685,"Is it acceptable for the university librarian to share the student's email address with the student's TA if the student is performing poorly?","librarian","TA","email","student",2
"982",1686,"Is it acceptable for the university librarian to share the student's email address with the student's TA if the university librarian let the student know?","librarian","TA","email","student",4
"983",1687,"Is it acceptable for the university librarian to share the student's email address with the student's TA if the university librarian asked for the student's permission?","librarian","TA","email","student",5
"984",1688,"Is it acceptable for the university librarian to share the student's email address with the registrar with the requirement of confidentiality?","librarian","registrar","email","student",1
"985",1689,"Is it acceptable for the university librarian to share the student's email address with the registrar if requested by the registrar?","librarian","registrar","email","student",3
"986",1690,"Is it acceptable for the university librarian to share the student's email address with the university IT staff if the student is performing poorly?","librarian","IT_staff","email","student",2
"987",1691,"Is it acceptable for the university librarian to share the student's email address with the university IT staff if the university librarian let the student know?","librarian","IT_staff","email","student",4
"988",1692,"Is it acceptable for the university librarian to share the student's email address with the student's classmates if the university librarian let the student know?","librarian","classmates","email","student",4
"989",1693,"Is it acceptable for the university librarian to share the student's email address with the student's parents if the university librarian let the student know?","librarian","parents","email","student",4
"990",1694,"Is it acceptable for the university librarian to share the student's email address with graduate schools if requested by graduate schools?","librarian","graduate_schools","email","student",3
"991",1695,"Is it acceptable for the university librarian to share the student's email address with graduate schools if the university librarian let the student know?","librarian","graduate_schools","email","student",4
"992",1696,"Is it acceptable for the university librarian to share the student's email address with graduate schools if the university librarian asked for the student's permission?","librarian","graduate_schools","email","student",5
"993",1697,"Is it acceptable for the university IT staff to share the student's email address with the student's TA if the student is performing poorly?","IT_staff","TA","email","student",2
"994",1698,"Is it acceptable for the university IT staff to share the student's email address with the student's TA if the university IT staff let the student know?","IT_staff","TA","email","student",4
"995",1699,"Is it acceptable for the university IT staff to share the student's email address with the university librarian with the requirement of confidentiality?","IT_staff","librarian","email","student",1
"996",1700,"Is it acceptable for the university IT staff to share the student's email address with the university librarian if requested by the university librarian?","IT_staff","librarian","email","student",3
"997",1701,"Is it acceptable for the university IT staff to share the student's email address with the university librarian if the university IT staff let the student know?","IT_staff","librarian","email","student",4
"998",1702,"Is it acceptable for the university IT staff to share the student's email address with the university librarian if the university IT staff asked for the student's permission?","IT_staff","librarian","email","student",5
"999",1703,"Is it acceptable for the university IT staff to share the student's email address with the student's classmates with the requirement of confidentiality?","IT_staff","classmates","email","student",1
"1000",1704,"Is it acceptable for the university IT staff to share the student's email address with the student's classmates if the student is performing poorly?","IT_staff","classmates","email","student",2
"1001",1705,"Is it acceptable for the university IT staff to share the student's email address with the student's parents with the requirement of confidentiality?","IT_staff","parents","email","student",1
"1002",1706,"Is it acceptable for the university IT staff to share the student's email address with the student's parents if requested by the student's parents?","IT_staff","parents","email","student",3
"1003",1707,"Is it acceptable for the university IT staff to share the student's email address with the student's parents if the university IT staff let the student know?","IT_staff","parents","email","student",4
"1004",1708,"Is it acceptable for the university IT staff to share the student's email address with the student's academic advisor if the student is performing poorly?","IT_staff","advisor","email","student",2
"1005",1709,"Is it acceptable for the university IT staff to share the student's email address with the student's academic advisor if requested by the student's academic advisor?","IT_staff","advisor","email","student",3
"1006",1710,"Is it acceptable for the university IT staff to share the student's email address with graduate schools if requested by graduate schools?","IT_staff","graduate_schools","email","student",3
"1007",1711,"Is it acceptable for the student's classmates to share the student's email address with the student's professor with the requirement of confidentiality?","classmates","professor","email","student",1
"1008",1712,"Is it acceptable for the student's classmates to share the student's email address with the registrar if requested by the registrar?","classmates","registrar","email","student",3
"1009",1713,"Is it acceptable for the student's classmates to share the student's email address with the registrar if the student's classmates let the student know?","classmates","registrar","email","student",4
"1010",1714,"Is it acceptable for the student's classmates to share the student's email address with the university librarian if requested by the university librarian?","classmates","librarian","email","student",3
"1011",1715,"Is it acceptable for the student's classmates to share the student's email address with the university IT staff if the student is performing poorly?","classmates","IT_staff","email","student",2
"1012",1716,"Is it acceptable for the student's classmates to share the student's email address with the university IT staff if the student's classmates let the student know?","classmates","IT_staff","email","student",4
"1013",1717,"Is it acceptable for the student's classmates to share the student's email address with the university IT staff if the student's classmates asked for the student's permission?","classmates","IT_staff","email","student",5
"1014",1718,"Is it acceptable for the student's classmates to share the student's email address with the department chair if the student is performing poorly?","classmates","department_chair","email","student",2
"1015",1719,"Is it acceptable for the student's classmates to share the student's email address with the department chair if requested by the department chair?","classmates","department_chair","email","student",3
